Time (s);X (m/s^2);Y (m/s^2);Z (m/s^2);absolute;sliding average
30169707420,00;327700769,30;2,04E+07;-8,74E+08;327700769,3;277701553,1
30194543420,00;120569586,80;8,12E+07;-3,91E+08;120569586,8;266540972,6
30219374420,00;140385215,90;5,19E+08;-4,35E+08;140385215,9;240339404,3
30244210420,00;97693524,96;3,25E+08;-1,08E+08;97693524,96;232453849,3
30269041420,00;-64189563,99;2,04E+08;-3,38E+08;64189563,99;231079039
30293877420,00;-101155076,60;-4,79E+07;-3,32E+08;101155076,6;217460094,1
30318708420,00;75003989,34;-5,35E+07;-2,15E+07;75003989,34;219325615,8
30343544420,00;-27135173,68;3,49E+08;1,02E+08;27135173,68;206361429,1
30368375420,00;-9805780,65;5,53E+08;2,73E+08;9805780,649;107070964,6
30393211420,00;198195467,60;7,14E+08;-7,49E+07;198195467,6;92681486,61
30418042420,00;132423062,30;8,92E+08;-2,57E+08;132423062,3;93998539,45
30442878420,00;-119155145,30;8,32E+08;1,00E+08;119155145,3;91639642,71
30467709420,00;-346400165,00;7,86E+08;2,57E+08;346400165;119273713,8
30492545420,00;-103517936,50;8,04E+08;4,35E+08;103517936,5;123643533
30517376420,00;-177968779,20;8,07E+08;5,27E+08;177968779,2;132178388,8
30542212420,00;-213135688,30;1,69E+09;1,19E+08;213135688,3;147526355,4
30567043420,00;28734387,16;2,16E+09;-3,35E+08;28734387,16;147704045,8
30591879420,00;-81593801,38;2,00E+09;-3,09E+08;81593801,38;155680492,5
30616710420,00;-528967779,30;2,21E+09;-2,67E+08;528967779,3;192432971,6
30641546420,00;-1560127768,00;2,76E+09;-5,86E+08;1560127768;351066827,8
30666377420,00;-2272621520,00;3,30E+09;-6,49E+08;2272621520;590340869,4
30691213420,00;-2669715291,00;4,59E+09;-4,80E+08;2669715291;848486994,5
30716044420,00;-2792362978,00;5,39E+09;-3,91E+08;2792362978;1147247555
30740880420,00;-2115091683,00;5,89E+09;1,15E+09;2115091683;1362483433
30765711420,00;-2086843784,00;4,96E+09;2,46E+09;2086843784;1570673221
30790548420,00;-993170628,50;2,57E+09;3,17E+09;993170628,5;1677832804
30815378420,00;-223143197,90;9,17E+08;2,44E+09;223143197,9;1693560514
30840215420,00;-990615980,00;-1,60E+09;9,84E+08;990615980;1744854759
30865045420,00;-2368460893,00;-2,33E+09;-5,17E+08;2368460893;1834669551
30889882420,00;-3583649715,00;-2,41E+09;-8,99E+08;3583649715;1980339350
30914712420,00;-2686789160,00;-1,09E+09;-1,19E+09;2686789160;1982236447
30939549420,00;-1291935282,00;-1,76E+09;-2,40E+09;1291935282;1815522258
30964379420,00;-1315431148,00;-2,73E+09;-1,04E+09;1315431148;1726671088
30989216420,00;-572404405,50;-3,05E+09;-8,37E+08;572404405,5;1558400046
31014047420,00;298344238,40;-2,45E+09;-1,22E+09;298344238,4;1481197113
31038882920,00;699804124,80;-3,43E+09;-1,59E+09;699804124,8;1534159439
31063713920,00;1660914470,00;-4,14E+09;-1,01E+09;1660914470;1608637049
31088549920,00;2286868261,00;-5,11E+09;-1,06E+09;2286868261;1599571201
31113380920,00;2391090787,00;-5,43E+09;-3,39E+08;2391090787;1467064653
31138216920,00;2072457295,00;-4,38E+09;1,02E+09;2072457295;1398805557
31163047920,00;1708571616,00;-2,87E+09;1,29E+09;1708571616;1445098483
31187883920,00;1425269340,00;-1,34E+09;1,82E+09;1425269340;1457302726
31212714920,00;1225731937,00;-3,83E+07;1,60E+09;1225731937;1529894674
31237550920,00;460416777,10;1,65E+09;1,18E+09;460416777,1;1547902734
31262381920,00;21414257,88;2,81E+09;2,78E+08;21414257,88;1472526082
31287217920,00;-335843017,10;4,91E+09;-3,23E+08;335843017,1;1325295921
31312048920,00;-350629456,00;5,78E+09;3,84E+08;350629456;1110158276
31336884920,00;1041082129,00;3,20E+09;-2,60E+08;1041082129;960157313,9
31361715920,00;1153218277,00;7,63E+08;-5,90E+08;1153218277;858019645,2
31386551920,00;-3223729618,00;-3,68E+09;-1,93E+09;3223729618;1026370534
31411382920,00;-7677726858,00;-3,35E+09;4,24E+09;7677726858;1721088036
31436218920,00;-4514829918,00;6,73E+09;2,03E+09;4514829918;2086543368
31461049920,00;-450494636,90;-3,07E+09;-4,62E+09;450494636,9;2085440908
31485885920,00;4289662414,00;-1,31E+10;2,05E+09;4289662414;2559690703
31510716920,00;1396394620,00;-8,35E+09;1,58E+09;1396394620;2677529770
31535552920,00;-1178900417,00;-1,42E+09;-4,61E+09;1178900417;2769559876
31560383920,00;-291212389,50;7,64E+07;-3,62E+09;291212389,5;2686241016
31585219920,00;-188354018,90;6,29E+07;-5,63E+08;188354018,9;2579033877
31610050920,00;560578411,80;-1,33E+09;-9,79E+08;560578411,8;2283128187
31634886920,00;390746617,90;-6,99E+08;-7,24E+08;390746617,9;1473463716
31659717920,00;251804494,90;2,43E+07;-2,49E+08;251804494,9;999794224,5
31684553920,00;-228736059,70;-3,48E+08;1,84E+08;228736059,7;975154382,6
31709384920,00;124402436,60;2,48E+08;-8,70E+07;124402436,6;512347718,5
31734220920,00;529315103,90;4,36E+08;2,13E+07;529315103,9;416005550
31759051920,00;426450886,10;5,82E+08;-4,79E+08;426450886,1;332400046,6
31783887920,00;50447437,76;9,15E+08;-1,92E+08;50447437,76;305648385,3
31808718920,00;311420366,80;9,10E+08;1,40E+08;311420366,8;319322423,9
31833554920,00;358790414,90;4,27E+08;4,45E+07;358790414,9;296901535,4
31858385920,00;121528530,10;-2,66E+07;3,06E+08;121528530,1;266988414,5
31883221920,00;-57304467,56;1,30E+08;1,14E+09;57304467,56;245377300,4
31908052920,00;294632425,90;1,01E+09;1,05E+09;294632425,9;252699118,8
31932889920,00;252989725,50;2,06E+09;-2,90E+08;252989725,5;266986595,4
31957719920,00;-148376605,50;2,42E+09;-6,78E+08;148376605,5;224660095,6
31982556920,00;-236412284,40;2,15E+09;-2,91E+08;236412284,4;203544695,4
32007386920,00;-593856670,30;2,08E+09;-3,05E+08;593856670,3;263923499
32032223540,00;-817830172,80;2,46E+09;6,83E+06;817830172,8;320191255,2
32057053540,00;-1736213744,00;3,05E+09;3,09E+08;1736213744;473238291,8
32081890540,00;-2655651568,00;4,97E+09;7,09E+08;2655651568;754807518,2
32106721540,00;-2824069505,00;6,81E+09;6,54E+08;2824069505;1062225856
32131557540,00;-3507858691,00;7,11E+09;1,97E+09;3507858691;1419250996
32156388540,00;-3212122310,00;6,13E+09;3,71E+09;3212122310;1748043506
32181224540,00;-1261038010,00;1,73E+09;3,48E+09;1261038010;1871672551
32206055540,00;-1487921671,00;-4,61E+08;5,18E+08;1487921671;2010729149
32230891540,00;-4491608870,00;-1,85E+09;-1,47E+09;4491608870;2443812727
32255722540,00;-4565852721,00;-2,93E+09;-1,43E+09;4565852721;2860259677
32280558540,00;-1679389333,00;-7,22E+08;-2,67E+09;1679389333;2853945853
32305389540,00;-1209663203,00;9,30E+07;-4,43E+09;1209663203;2693280479
32330225540,00;-1886616409,00;-3,54E+09;-2,31E+09;1886616409;2589119024
32355056540,00;-878510237,90;-4,84E+09;-1,95E+09;878510237,9;2296969196
32379892540,00;835284111,50;-5,39E+09;-1,65E+09;835284111,5;2032876063
32404723540,00;1654925167,00;-5,01E+09;-1,53E+09;1654925167;2076641303
32429559540,00;2438659641,00;-5,20E+09;-1,59E+09;2438659641;2182278855
32454390540,00;2835606061,00;-6,12E+09;-2,04E+09;2835606061;1998278543
32479226540,00;3006229568,00;-6,67E+09;-2,06E+09;3006229568;1824987081
32504057540,00;2716653230,00;-6,44E+09;-1,07E+09;2716653230;1940238625
32528893540,00;1866092098,00;-4,59E+09;2,34E+09;1866092098;2013175169
32553724540,00;1538398930,00;-2,13E+09;3,88E+09;1538398930;1974484338
32578560540,00;-61067735,55;1,29E+09;1,96E+09;61067735,55;1883657394
32603391540,00;-1553415749,00;4,35E+09;2,39E+09;1553415749;1963449798
32628227540,00;-2736880503,00;9,37E+09;2,12E+08;2736880503;2083667057
32653058540,00;-1783384402,00;7,50E+09;4,90E+08;1783384402;2010858697
32677894540,00;251441967,50;3,55E+09;2,92E+08;251441967,5;1723729354
32702725540,00;1514556323,00;-5,50E+07;-1,07E+09;1514556323;1557987882
32727561540,00;1728197796,00;-6,33E+09;-5,39E+09;1728197796;1448159500
32752392540,00;-3667429206,00;-8,24E+09;4,31E+09;3667429206;1648308068
32777228540,00;-6963211139,00;8,49E+09;3,39E+09;6963211139;2251064980
32802059540,00;-4412962650,00;2,93E+09;-1,28E+10;4412962650;2734608860
32826895540,00;2505287493,00;-1,67E+10;6,64E+09;2505287493;2840372387
32851726540,00;4817399939,00;-1,13E+10;3,82E+09;4817399939;3071541213
32876563540,00;-2499238549,00;-1,34E+09;-5,73E+09;2499238549;3151080563
32901393540,00;-2138788694,00;1,47E+09;-2,26E+09;2138788694;3360785754
32926230540,00;968528707,60;-6,69E+08;-2,27E+09;968528707,6;3300116019
32951060540,00;718065564,00;-1,56E+09;-6,82E+08;718065564;3187879105
32975897540,00;208338047,90;-1,88E+08;7,96E+07;208338047,9;2803535643
33000727540,00;86956282,85;2,88E+05;-1,69E+08;86956282,85;2039507325
33025564920,00;95150570,87;-3,53E+08;-4,56E+08;95150570,87;1559750428
33050395920,00;368096258,60;1,10E+08;2,27E+08;368096258,6;1322284735
33075231920,00;463835644,10;3,27E+08;1,09E+08;463835644,1;838555368,8
33100062920,00;281997762,30;1,00E+09;-1,94E+08;281997762,3;592195281,4
33124898920,00;625659091,50;1,05E+09;2,86E+08;625659091,5;424069770
33149729920,00;670619502,10;5,84E+08;4,66E+07;670619502,1;390968747,1
33174565920,00;373735313,40;8,62E+08;-1,99E+08;373735313,4;352709830,4
33199396920,00;118242979,60;1,50E+09;9,19E+07;118242979,6;342699267,3
33224232920,00;87235779,76;1,90E+09;6,77E+08;87235779,76;342730322,5
33249063920,00;188793729,50;1,66E+09;6,55E+08;188793729,5;353135117,9
33273899920,00;-522874980,60;1,72E+09;6,09E+08;522874980,6;370332753,7
33298730920,00;-919081728,50;1,94E+09;6,54E+08;919081728,5;420915651,9
33323566920,00;-1137678131,00;1,71E+09;2,10E+08;1137678131;515991248,4
33348397920,00;-1637715057,00;2,01E+09;9,07E+08;1637715057;628441911,3
33373233920,00;-2517175468,00;3,53E+09;1,55E+09;2517175468;833614796,4
33398064920,00;-2947380266,00;5,86E+09;7,77E+08;2947380266;1119575347
33422900920,00;-4335747244,00;7,47E+09;2,11E+08;4335747244;1588186932
33447731920,00;-3388948544,00;7,94E+09;2,22E+09;3388948544;1955043905
33472567920,00;-806885354,50;4,26E+09;4,35E+09;806885354,5;2023720753
33497398920,00;-1174441330,00;5,79E+08;2,81E+09;1174441330;2096117014
33522234920,00;-5338868079,00;-1,25E+09;-6,76E+08;5338868079;2587204386
33547065920,00;-4915152521,00;-2,36E+09;-1,81E+09;4915152521;3006923763
33571901920,00;-1784795920,00;-3,06E+08;-2,34E+09;1784795920;3023266081
33596732920,00;-1880179794,00;-9,52E+07;-4,80E+09;1880179794;2952488784
33621568920,00;-2487252926,00;-3,67E+09;-1,99E+09;2487252926;2901363524
33646399920,00;-971026053,40;-5,43E+09;-1,91E+09;971026053,4;2527505614
33671235920,00;798760648,40;-6,41E+09;-1,42E+09;798760648,4;2239706958
33696066920,00;2212841926,00;-5,53E+09;-1,49E+09;2212841926;2395924355
33720903920,00;3486230425,00;-5,45E+09;-1,82E+09;3486230425;2652789810
33745733920,00;3610912943,00;-6,07E+09;-2,38E+09;3610912943;2460794795
33770570920,00;3402688331,00;-7,00E+09;-1,87E+09;3402688331;2292743219
33795400920,00;2761118381,00;-7,10E+09;-3,24E+08;2761118381;2401223492
33820237920,00;1805136044,00;-4,35E+09;3,45E+09;1805136044;2392885298
33845068920,00;798118624,10;-1,03E+09;3,37E+09;798118624,1;2205203708
33869904920,00;-825278356,10;3,33E+09;2,34E+09;825278356,1;2189009520
33894735920,00;-2254648933,00;7,62E+09;1,92E+09;2254648933;2350774885
33919571920,00;-2268978705,00;9,99E+09;-2,99E+08;2268978705;2357012305
33944402920,00;-1173203475,00;6,44E+09;6,63E+08;1173203475;2100009310
33969238920,00;1799094116,00;-1,98E+09;-2,57E+09;1799094116;1898696107
33994069920,00;-753357018,80;-8,54E+09;-4,88E+09;753357018,8;1604325961
34018905290,00;-4973735189,00;-3,06E+09;1,56E+10;4973735189;1850172273
34043736290,00;-3009591717,00;6,08E+09;-2,05E+09;3009591717;1984000682
34068572290,00;-3526841676,00;-6,14E+09;-5,42E+09;3526841676;2287192132
34093403290,00;2567813525,00;-1,07E+10;4,18E+09;2567813525;2480807151
34118239290,00;1275787026,00;-4,34E+09;-2,77E+09;1275787026;2372044716
34143070290,00;-991842141,20;-2,14E+09;-3,67E+09;991842141,2;2230140654
34167906290,00;-1092197319,00;2,12E+08;-1,35E+09;1092197319;2221139970
34192737290,00;19547241,93;7,96E+07;-1,69E+09;19547241,93;2023412539
34217573290,00;671035823,80;-9,14E+08;-7,45E+08;671035823,8;2014265740
34242404290,00;325142612,50;-3,79E+08;1,46E+07;325142612,5;1497755454
34267240290,00;142994828,20;-4,64E+08;-5,21E+08;142994828,2;1179244688
34292071290,00;122893270,30;-2,35E+08;-2,81E+08;122893270,3;801028198,7
34316907290,00;621428046,20;-7,37E+08;-2,46E+08;621428046,2;584763145,5
34341738290,00;516587469,60;-4,41E+08;-3,73E+08;516587469,6;500407639,2
34366574290,00;253407216,70;3,50E+08;-2,58E+08;253407216,7;418359314,2
34391405290,00;386039024,60;6,04E+08;2,02E+08;386039024,6;339897281,5
34416241290,00;323665021,10;5,28E+08;-8,14E+06;323665021,1;373688145,9
34441072290,00;153538527,50;6,50E+08;3,75E+08;153538527,5;316188446,3
34465909290,00;56377099,16;1,50E+09;4,23E+08;56377099,16;286325611,5
34490739290,00;85757018,92;2,06E+09;3,12E+08;85757018,92;279965854,9
34515576290,00;214910903,00;2,63E+09;-1,58E+08;214910903;290190036,3
34540406290,00;-230507181,30;3,27E+09;-9,28E+08;230507181,3;246754384,7
34565243290,00;-773659136,30;2,99E+09;-1,25E+09;773659136,3;275317903,2
34590074290,00;-708543958,10;2,87E+09;-6,28E+08;708543958,1;325888652,2
34614910290,00;-1036533580,00;2,61E+09;5,87E+08;1036533580;398165825
34639741290,00;-2255841181,00;3,49E+09;6,19E+08;2255841181;612852065
34664577290,00;-2772546179,00;6,57E+09;7,97E+08;2772546179;903852915,2
34689408290,00;-3548017952,00;7,38E+09;1,75E+09;3548017952;1291813010
34714244290,00;-2374309863,00;6,07E+09;4,57E+09;2374309863;1546096659
34739075290,00;-434188506,60;2,33E+09;2,09E+09;434188506,6;1570460837
34763911290,00;-2300791066,00;-2,84E+08;-1,69E+09;2300791066;1800492380
34788742290,00;-4201543120,00;-1,28E+09;-2,12E+09;4201543120;2181368378
34813578290,00;-3446835979,00;-1,28E+09;-2,13E+09;3446835979;2485623047
34838409290,00;-1563165981,00;-1,66E+08;-3,89E+09;1563165981;2544137759
34863245290,00;-1389644009,00;-1,54E+09;-4,73E+09;1389644009;2447893628
34888076290,00;-1631921636,00;-3,46E+09;-2,73E+09;1631921636;2321157568
34912912290,00;-655633673,10;-4,94E+09;-2,13E+09;655633673,1;1999781537
34937743290,00;-19782300,00;-5,30E+09;-1,97E+09;19782300;1738167363
34962579290,00;1636261439,00;-5,30E+09;-1,45E+09;1636261439;1871731023
34987410290,00;2341724499,00;-6,03E+09;-1,27E+09;2341724499;1876279182
35012246290,00;2413617770,00;-6,87E+09;-1,35E+09;2413617770;1677620810
35037077920,00;1891794704,00;-6,89E+09;-1,12E+09;1891794704;1504838446
35061913920,00;1905719848,00;-6,05E+09;1,08E+09;1905719848;1542899986
35086744920,00;1762817405,00;-3,81E+09;2,61E+09;1762817405;1584363697
35111580920,00;1649513569,00;-1,55E+09;2,56E+09;1649513569;1586318356
35136411920,00;1213310112,00;-3,09E+08;1,63E+09;1213310112;1648282405
35161248920,00;-1113634965,00;3,63E+09;1,88E+09;1113634965;1769821590
35186078920,00;-2423000212,00;6,68E+09;-1,78E+08;2423000212;1857237009
35210915920,00;-816309896,70;9,38E+09;-1,29E+09;816309896,7;1687746498
35235745920,00;286382589,30;6,19E+09;-6,01E+08;286382589,3;1451387033
35260582920,00;2217829016,00;-1,12E+09;-1,73E+09;2217829016;1487613068
35285412920,00;2478469824,00;-4,60E+09;-2,33E+09;2478469824;1551251954
35310249920,00;-5358886607,00;-5,10E+09;4,05E+09;5358886607;1950815199
35335080920,00;-7937412230,00;5,54E+09;1,09E+10;7937412230;2649470606
35359916920,00;-3577881437,00;1,38E+09;-9,47E+09;3577881437;2912200753
35384747920,00;439978419,50;-1,21E+10;8,15E+08;439978419,5;2837350026
35409583920,00;4281505548,00;-1,19E+10;3,39E+09;4281505548;3043850619
35434414920,00;-28882321,72;-2,31E+09;-5,69E+09;28882321,72;2956358666
35459250920,00;-2086485935,00;1,33E+09;-2,99E+09;2086485935;3156370149
35484081920,00;-414460585,70;-3,84E+08;-1,39E+09;414460585,7;2955995879
35508917920,00;727276098,10;-1,73E+09;-1,25E+09;727276098,1;2761418798
35533748920,00;408229792,70;-1,24E+09;-6,67E+08;408229792,7;2211345819
35558584920,00;-311192325,40;-5,32E+08;-2,25E+08;311192325,4;1363988051
35583415920,00;188747536,50;-2,38E+08;-4,32E+08;188747536,5;987417618,1
35608251920,00;570305255,10;-1,05E+08;-8,20E+08;570305255,1;1001898378
35633082920,00;386384595,00;3,62E+08;-2,94E+08;386384595;569107160,6
35657918920,00;223479997,50;7,36E+08;1,42E+08;223479997,5;590729124,6
35682749920,00;381351311,80;9,83E+08;7,88E+05;381351311,8;401269722
35707585920,00;442578676,30;7,57E+08;-5,39E+07;442578676,3;404393954,3
35732416920,00;466486771,70;4,40E+08;4,68E+07;466486771,7;375417362,4
35757252920,00;-154023261,70;-8,87E+06;4,08E+08;154023261,7;347172192,3
35782083920,00;-71156521,44;1,63E+08;7,94E+08;71156521,44;320501547,4
35806919920,00;189449202,40;1,22E+09;9,01E+08;189449202,4;320579510,3
35831750920,00;225922964,20;2,28E+09;-8,64E+06;225922964,2;282314811,3
35856586920,00;-484885620,50;2,34E+09;-8,64E+08;484885620,5;293259369,7
35881417920,00;-405660526,20;2,53E+09;-7,14E+08;405660526,2;313501650,7
35906254920,00;-372983946,20;2,82E+09;-7,27E+08;372983946,2;312571943,4
35931084920,00;-1011884058,00;3,12E+09;-3,93E+08;1011884058;375828096,9
35955921920,00;-2309212226,00;5,12E+09;4,07E+08;2309212226;580575369,6
35980751920,00;-2249399888,00;6,68E+09;7,03E+08;2249399888;813394994,8
36005588920,00;-3830467705,00;7,55E+09;1,29E+09;3830467705;1231096237
36030419330,00;-3392995402,00;6,45E+09;3,73E+09;3392995402;1587045815
36055256330,00;-1398889627,00;1,89E+09;2,72E+09;1398889627;1717375444
36080087330,00;-1398366301,00;-4,07E+08;3,92E+08;1398366301;1818873298
36104923330,00;-3847288975,00;-2,03E+09;-8,46E+08;3847288975;2201276459
36129754330,00;-4226258715,00;-2,41E+09;-1,32E+09;4226258715;2629418100
36154590330,00;-2612553495,00;-6,93E+08;-2,15E+09;2612553495;2807270259
36179421330,00;-1652702640,00;-2,50E+08;-4,75E+09;1652702640;2734324750
36204257330,00;-1989544947,00;-2,37E+09;-2,49E+09;1989544947;2705451979
36229088330,00;-922713434,10;-3,58E+09;-1,92E+09;922713434,1;2382368171
36253924330,00;477495909,30;-5,75E+09;-1,58E+09;477495909,3;2058423783
36278755330,00;1566026439,00;-6,02E+09;-1,49E+09;1566026439;2076994539
36303591330,00;2393951245,00;-5,81E+09;-1,87E+09;2393951245;2187615089
36328422330,00;2735399403,00;-6,53E+09;-2,42E+09;2735399403;2064071803
36353258330,00;3096391295,00;-7,42E+09;-2,08E+09;3096391295;1938530979
36378089330,00;2846980650,00;-7,57E+09;-1,10E+09;2846980650;1964578440
36402925330,00;1424139658,00;-4,64E+09;2,12E+09;1424139658;1939182553
36427756330,00;1132696304,00;-1,65E+09;3,41E+09;1132696304;1843977149
36452592330,00;-609695023,30;2,33E+09;1,96E+09;609695023,3;1809197325
36477423330,00;-1474942607,00;4,52E+09;1,78E+09;1474942607;1920024736
36502259330,00;-2123631542,00;6,72E+09;1,08E+09;2123631542;1981980859
36527090330,00;-874920632,20;6,77E+09;5,14E+08;874920632,2;1813199679
36551926330,00;470421363,10;4,68E+09;2,79E+08;470421363,1;1561535453
36576757330,00;1778144127,00;5,19E+08;-2,35E+09;1778144127;1415063545
36601594330,00;1062144969,00;-4,93E+09;-3,53E+09;1062144969;1216748470
36626424330,00;-1721477591,00;-4,00E+09;-1,01E+09;1721477591;1249786018
36651261330,00;-6408110983,00;7,44E+09;7,05E+09;6408110983;1835943204
36676091330,00;-4224109864,00;5,71E+09;-6,75E+09;4224109864;2237544853
36700928330,00;1272982117,00;-1,15E+10;9,60E+07;1272982117;2215104799
36725759330,00;3960971126,00;-1,54E+10;5,57E+09;3960971126;2419253641
36750595330,00;-370608222,50;-4,43E+09;-3,21E+09;370608222,5;2363218929
36775426330,00;-1593060456,00;5,04E+08;-6,02E+09;1593060456;2487956606
36800262330,00;-184882527,00;1,76E+09;-3,21E+09;184882527;2310927540
36825093330,00;633900741,90;1,30E+09;-1,54E+09;633900741,9;2263344848
36849929330,00;997113406,10;-8,35E+08;-1,61E+09;997113406,1;2182859938
36874760330,00;371738489,30;-1,13E+09;-3,26E+08;371738489,3;1512151883
36899596330,00;-323696011,30;-6,29E+08;6,23E+08;323696011,3;1078772566
36924427330,00;390521500,10;-8,32E+08;5,87E+06;390521500,1;980721386,7
36949263330,00;178885037,90;-1,15E+09;2,85E+07;178885037,9;560489599,1
36974094330,00;-3531718,25;-2,44E+08;3,28E+08;3531718,254;519703320,9
36998930330,00;411451023,80;7,54E+08;-6,82E+07;411451023,8;388413384
37023761330,00;300279666,80;7,90E+08;-3,47E+08;300279666,8;401235288,4
37048596540,00;378894311,80;-3,94E+07;-1,72E+08;378894311,8;372901240,6
37073427540,00;304043519,50;4,55E+07;2,01E+08;304043519,5;295893475,4
37098263540,00;100040597,30;1,37E+09;5,03E+08;100040597,3;265704820,8
37123094540,00;77513029,58;1,94E+09;5,64E+08;77513029,58;238351156,1
37147930540,00;242753005,00;2,36E+09;-1,38E+08;242753005;221932434,4
37172761540,00;-174504303,90;1,68E+09;-4,09E+08;174504303,9;221445686,2
37197597540,00;-984189305,30;1,23E+09;-4,97E+08;984189305,3;330407640,3
37222428540,00;-749374480,20;1,50E+09;-1,19E+08;749374480,2;367954691
37247265540,00;-1199101378,00;1,43E+09;8,29E+08;1199101378;467823770,1
37272095540,00;-1886913448,00;2,68E+09;9,90E+08;1886913448;635381451,9
37296932540,00;-2419401251,00;6,08E+09;1,93E+08;2419401251;870421199,8
37321762540,00;-2006966726,00;7,21E+09;-3,43E+07;2006966726;1082301881
