Time (s);X (m/s^2);Y (m/s^2);Z (m/s^2);absolute;sliding average
21577318710,00;122323751,40;-1,07E+09;4,95E+08;122323751,4;411695697,3
21602154710,00;306534433,40;-1,96E+09;4,22E+08;306534433,4;437268495
21626985710,00;481440441,00;-1,83E+09;5,35E+08;481440441;419313579,8
21651821710,00;481268532,90;-8,16E+08;3,51E+08;481268532,9;423580033,2
21676651710,00;139106429,80;-2,07E+08;-3,32E+07;139106429,8;427201408,7
21701488710,00;112900963,40;1,63E+08;4,12E+08;112900963,4;394221618,2
21726318710,00;-170184381,00;2,08E+07;8,38E+08;170184381;326702974,4
21751155710,00;11314947,01;-2,10E+09;4,67E+08;11314947,01;230107296,7
21775985710,00;-638857426,60;-3,05E+09;3,03E+08;638857426,6;273770145,2
21800822710,00;-1011489955,00;2,79E+08;-1,64E+08;1011489955;372566390
21825652710,00;-20598571,30;1,14E+09;-2,55E+08;20598571,3;340795738,7
21850488710,00;271005581,60;-7,50E+07;-1,15E+08;271005581,6;317414087,6
21875319710,00;849498108,00;4,84E+08;-7,50E+08;849498108;358328484,9
21900155710,00;289902028,40;7,63E+08;-1,80E+09;289902028,4;375083551,4
21924986710,00;1433152,56;4,16E+08;-1,68E+09;1433152,556;362698239,1
21949822710,00;-146723012,90;-5,29E+08;-5,59E+08;146723012,9;360091420,4
21974653710,00;-344314463,10;-5,32E+08;-3,32E+08;344314463,1;397091366,6
21999489710,00;-287621614,30;9,08E+07;2,56E+08;287621614,3;358065165,2
22024320580,00;-280396210,00;-2,04E+08;3,15E+08;280396210;276832526,9
22049156580,00;-1240779,16;-7,47E+08;-1,71E+08;1240779,161;274681661,1
22073987580,00;399261918,10;-3,98E+08;-5,48E+08;399261918,1;288932365,2
22098823580,00;262641139,60;3,48E+07;-1,00E+09;262641139,6;223726035,3
22123654580,00;90822461,84;1,36E+07;-6,01E+08;90822461,84;201606083,5
22148490580,00;155175747,90;-2,03E+08;1,08E+07;155175747,9;218688594,1
22173321580,00;178282774,70;5,08E+05;-2,43E+08;178282774,7;222195234,3
22198157580,00;145373475,60;-6,39E+07;-5,46E+08;145373475,6;200090680,1
22222988580,00;38265348,67;-2,59E+08;-2,77E+08;38265348,67;172384428,4
22247824580,00;189252736,00;-6,97E+07;6,22E+07;189252736;162257375,7
22272655580,00;111303504,10;1,35E+08;3,96E+07;111303504,1;174486567,4
22297491580,00;47206326,13;5,29E+08;-8,75E+07;47206326,13;135369279,4
22322322580,00;-167013436,00;9,51E+08;-1,99E+08;167013436;124743979
22347158580,00;-36037559,51;1,24E+09;-1,38E+07;36037559,51;118656767,6
22371989580,00;107257230,90;1,29E+09;2,21E+08;107257230,9;113332488
22396825580,00;-530042497,50;1,10E+09;-2,65E+08;530042497,5;152416901,6
22421656580,00;-535720728,60;9,59E+08;-5,33E+08;535720728,6;195788818,6
22446492580,00;-1136395837,00;2,31E+08;-3,93E+08;1136395837;317803317,3
22471323580,00;-1200659076,00;-1,28E+08;-4,90E+08;1200659076;430181799,5
22496159580,00;-1212635928,00;-1,91E+08;3,01E+08;1212635928;552552068,8
22520990580,00;-1023921136,00;2,40E+08;5,32E+08;1023921136;661075936,6
22545826580,00;-115644477,00;1,09E+09;7,74E+08;115644477;655368274,5
22570657580,00;-186501621,00;1,32E+09;6,79E+08;186501621;672086503,6
22595493580,00;-74808107,61;1,01E+09;6,24E+08;74808107,61;668481045,4
22620324580,00;319584834,00;6,71E+08;8,64E+08;319584834;645096860,6
22645160580,00;221352195,70;7,49E+08;1,17E+09;221352195,7;610167023,6
22669991580,00;352478345,60;5,17E+08;1,01E+09;352478345,6;523065080,1
22694827580,00;-272024166,60;8,93E+08;1,08E+09;272024166,6;419883423,5
22719658580,00;-289623701,00;6,04E+08;1,39E+09;289623701;317326509,4
22744494580,00;-674289799,30;1,37E+07;2,95E+08;674289799,3;278478583,1
22769325580,00;-493181065,30;-3,06E+08;-7,44E+08;493181065,3;320427092,9
22794161580,00;-336108480,70;-1,36E+09;-1,06E+09;336108480,7;337050077,3
22818991580,00;-441869409,10;-1,50E+09;-9,75E+08;441869409,1;377834666,4
22843828580,00;-891633728,70;-7,44E+08;-9,75E+08;891633728,7;441395654,7
22868658580,00;-971348819,70;-9,25E+08;-7,92E+08;971348819,7;524728612,9
22893495580,00;-101581338,60;-1,31E+09;-9,45E+07;101581338,6;496851167,7
22918325580,00;34818415,05;-1,63E+09;3,51E+08;34818415,05;470494973,1
22943162580,00;-102328612,80;-5,27E+08;7,60E+08;102328612,8;449684407,7
22967992580,00;92719883,32;-2,84E+08;8,60E+08;92719883,32;385065528,1
22992829580,00;-119421193,60;-8,01E+08;4,53E+08;119421193,6;343536653,5
23017659540,00;-158282958,30;-1,26E+09;5,64E+08;158282958,3;323778262,1
23042496540,00;117793328,80;-8,04E+08;6,89E+08;117793328,8;287769808,8
23067326540,00;47518567,44;7,51E+07;1,97E+08;47518567,44;193979235,3
23092162540,00;-178602617,40;1,27E+08;-1,95E+08;178602617,4;105896323,9
23116993540,00;-152227581,70;-4,59E+08;-3,38E+07;152227581,7;111523684,3
23141829540,00;-6637174,49;-7,83E+08;4,10E+07;6637174,487;108392435,3
23166660540,00;110882504,60;-5,86E+08;2,29E+08;110882504,6;109342867,7
23191496540,00;184331134,60;-1,99E+08;3,21E+08;184331134,6;119521895,7
23216327540,00;-28279473,78;2,35E+08;6,87E+08;28279473,78;109395037,9
23241163540,00;-33375322,22;5,41E+08;3,60E+08;33375322,22;95516411,67
23265994540,00;677398763,90;-1,34E+09;1,08E+09;677398763,9;157694793,3
23290830540,00;1621706550,00;-4,46E+09;2,29E+09;1621706550;332604569,2
23315661540,00;520374711,20;-2,37E+09;2,52E+09;520374711,2;370579246,3
23340497540,00;-142531728,70;-1,80E+09;-4,45E+09;142531728,7;369501929,3
23365328540,00;-2783626068,00;-3,72E+09;-4,94E+09;2783626068;678056250,8
23390164540,00;-1552794775,00;-6,20E+07;1,38E+09;1552794775;838268725,3
23414995540,00;481255669,00;3,78E+08;1,99E+09;481255669;871260340,2
23439831540,00;-579069061,90;-7,69E+08;9,50E+08;579069061,9;932459183,3
23464662540,00;-117079968,50;-1,22E+09;4,37E+08;117079968,5;941759699,6
23489498540,00;357716866,10;1,09E+09;-2,37E+09;357716866,1;906239488,7
23514329540,00;1036206720,00;5,21E+08;-2,53E+09;1036206720;841183952
23539165540,00;-809048239,60;-2,21E+08;-2,10E+08;809048239,6;873258788,5
23563996540,00;-417566041,90;-2,35E+08;7,69E+08;417566041,9;903818156,7
23588832540,00;292730911,40;-3,83E+08;3,95E+08;292730911,4;627052028,2
23613663540,00;374331144,70;2,71E+07;-5,82E+08;374331144,7;496111624,8
23638499540,00;283128613,80;3,80E+08;-9,28E+08;283128613,8;474097507,5
23663330540,00;367373542,80;-2,90E+08;-4,37E+08;367373542,8;450575783,2
23688166540,00;89074144,36;-2,74E+08;-2,52E+08;89074144,36;447464025
23712997540,00;-148573656,70;1,77E+08;-2,55E+08;148573656,7;424225890,6
23737833540,00;-267686702,00;-1,44E+08;-1,97E+06;267686702;338834777,5
23762664540,00;-4729228,02;-2,45E+08;8,94E+07;4729228,02;249465998,4
23787500540,00;41827472,45;4,77E+08;-5,31E+08;41827472,45;207717268,5
23812331540,00;78246270,42;7,12E+08;-5,48E+08;78246270,42;183885641,7
23837167540,00;-125216369,00;2,67E+08;-4,52E+07;125216369;156206222,2
23861998540,00;-15897994,64;1,09E+08;-3,39E+07;15897994,64;126513931,2
23886834540,00;78039863,71;1,47E+08;-2,01E+08;78039863,71;94365744,59
23911665540,00;14706332,09;3,89E+08;-3,87E+07;14706332,09;86102654,34
23936501540,00;-119018905,20;6,09E+08;1,61E+08;119018905,2;82818793,06
23961332540,00;-81503754,26;1,04E+09;4,38E+07;81503754,26;62131798,87
23986168540,00;346459806,60;7,63E+08;-1,30E+08;346459806,6;100101863,2
24010999540,00;27671363,35;7,18E+08;-4,45E+08;27671363,35;98528962,14
24035835790,00;-206234804,40;1,47E+09;-4,85E+08;206234804,4;112749910,4
24060666790,00;-253732906,60;1,67E+09;-1,47E+08;253732906,6;127029525,7
24085502790,00;-593758437,00;1,10E+09;-1,06E+08;593758437;191236241,5
24110333790,00;-797875964,60;9,73E+08;-3,39E+08;797875964,6;271218030,5
24135169790,00;-1099825596,00;1,13E+09;1,07E+08;1099825596;391786837,6
24160000790,00;-1088197823,00;1,19E+09;5,70E+08;1088197823;499473384
24184836790,00;-675034149,90;1,15E+09;9,69E+08;675034149,9;565421205,7
24209666790,00;-653698244,70;1,31E+09;1,25E+09;653698244,7;599558810
24234503790,00;-293812061,50;1,15E+09;2,00E+09;293812061,5;629129998,6
24259333790,00;-188884946,10;8,30E+08;1,75E+09;188884946,1;627202236,6
24284170790,00;121133258,30;9,89E+08;2,01E+08;121133258,3;612468942,3
24309000790,00;-286392529,60;9,68E+08;5,93E+08;286392529,6;578317174,9
24333837790,00;-574037532,80;-5,13E+08;4,09E+08;574037532,8;553446238
24358667790,00;-670830586,60;-1,12E+09;-6,47E+08;670830586,6;505780125,8
24383504790,00;-811054419,30;-1,44E+09;-1,64E+09;811054419,3;474986414,3
24408334790,00;-1127008132,00;-1,99E+09;-1,14E+09;1127008132;525205745,7
24433171790,00;-610789622,10;-1,66E+09;-5,48E+08;610789622,1;520438120,9
24458001790,00;-489971528,60;-1,40E+09;-6,49E+08;489971528,6;542233617,3
24482838790,00;143582473,40;-1,48E+09;-5,70E+08;143582473,4;537200009,2
24507668790,00;116764218,80;-1,37E+09;-2,09E+08;116764218,8;536714560,4
24532504790,00;43461769,22;-1,40E+09;7,26E+07;43461769,22;509722253,6
24557335790,00;272799507,40;-1,83E+09;-3,82E+07;272799507,4;476251361,9
24582171790,00;635191807,20;-2,23E+09;-2,60E+08;635191807,2;472291497,6
24607002790,00;439273245,30;-1,71E+09;-4,28E+08;439273245,3;430982478,2
24631838790,00;-195672394,00;-9,17E+08;6,24E+08;195672394;327500729,6
24656669790,00;-280883867,70;-5,63E+07;3,30E+08;280883867,7;290844534,6
24681505790,00;44410772,32;1,60E+08;3,45E+07;44410772,32;241337783,9
24706336790,00;109579744,90;3,91E+08;7,18E+08;109579744,9;237559703
24731172790,00;-261636588,00;3,58E+08;1,36E+09;261636588;253656632,9
24756003790,00;-541225882,20;8,07E+08;1,44E+09;541225882,2;308963756,6
24780839790,00;-419161747,10;6,53E+08;1,83E+08;419161747,1;325226227,6
24805670790,00;243026070,00;-1,97E+09;7,94E+08;243026070;281652256,8
24830506790,00;584609883,40;-3,02E+09;1,14E+09;584609883,4;297800772,2
24855337790,00;211572727,60;-2,33E+09;1,21E+09;211572727,6;299567475,9
24880173790,00;271578608,80;-2,56E+09;-1,39E+09;271578608,8;298533558,3
24905004790,00;-627203341,10;-2,42E+09;-1,24E+09;627203341,1;363288288,1
24929840790,00;-952867525,20;9,28E+08;-4,90E+08;952867525,2;456986930,4
24954671790,00;-523264405,10;1,24E+09;1,70E+08;523264405,1;486056687,8
24979507790,00;-289531899,70;-1,07E+09;9,72E+08;289531899,7;458090689,8
25004338790,00;-284420263,80;-1,92E+09;9,67E+08;284420263,8;443119413,9
25029174670,00;-87823424,94;-1,00E+09;-2,79E+08;87823424,94;425874675,5
25054005670,00;-177558889,40;-3,72E+08;-9,36E+08;177558889,4;380646787,3
25078841670,00;-20962268,11;-3,04E+08;-8,13E+08;20962268,11;359467847,4
25103672670,00;-215061761,10;-2,37E+08;-3,91E+08;215061761,1;353188197,6
25128508670,00;-161536349,10;1,43E+08;-3,46E+07;161536349,1;301447420,7
25153339670,00;-35527682,30;1,94E+08;-4,00E+08;35527682,3;199520771,5
25178175670,00;-26091445,68;8,19E+08;-7,43E+08;26091445,68;144279331,6
25203006670,00;176129245,20;5,44E+08;-8,84E+08;176129245,2;131679036,6
25227842670,00;45511803,03;-1,30E+08;-3,65E+08;45511803,03;105133652,1
25252673670,00;-54281457,07;-3,98E+08;-4,78E+08;54281457,07;101406766,8
25277509670,00;-88270736,93;-4,33E+08;-3,01E+08;88270736,93;91485860,95
25302340670,00;266991468,10;-2,45E+08;-3,53E+08;266991468,1;118822438,7
25327176670,00;612953091,90;-1,41E+07;-1,05E+09;612953091,9;163032586,6
25352007670,00;511928408,10;1,96E+08;-1,27E+09;511928408,1;201965037,6
25376843670,00;-108187522,90;2,03E+08;-6,81E+08;108187522,9;210038353,2
25401674670,00;-42173042,89;-2,42E+07;2,27E+08;42173042,89;211825197,3
25426510670,00;-119930486,10;4,00E+07;5,72E+08;119930486,1;205580890,8
25451341670,00;-242691609,30;6,67E+07;1,65E+08;242691609,3;227489758,1
25476177670,00;114045263,50;-1,40E+08;-1,48E+08;114045263,5;234130181,1
25501008670,00;164920717,50;-3,96E+07;-1,83E+08;164920717,5;242646845,6
25525844670,00;-202313,66;-3,36E+08;-1,11E+08;202313,6616;213003606,2
25550675670,00;50841540,10;-3,93E+06;-1,05E+08;50841540,1;150546767,1
25575511670,00;-185830945,40;8,53E+08;-7,00E+08;185830945,4;114313715,7
25600342670,00;-61878159,64;7,65E+08;-3,63E+08;61878159,64;109168230,9
25625178670,00;36695955,99;5,22E+08;4,09E+08;36695955,99;108559665,7
25650009670,00;49501358,27;1,13E+09;1,55E+08;49501358,27;100734207
25674845670,00;-455394018,90;2,06E+09;-3,08E+08;455394018,9;124367808,1
25699676670,00;-954860256,30;2,45E+09;-5,80E+08;954860256,3;217791696,2
25724512670,00;-1153995956,00;1,90E+09;-2,03E+08;1153995956;327688944,9
25749343670,00;-1285539013,00;1,00E+09;5,50E+08;1285539013;470504133,7
25774179670,00;-1164958901,00;4,69E+08;9,46E+08;1164958901;594294951,6
25799010670,00;-709380694,60;1,12E+09;9,47E+08;709380694,6;652467146
25823846670,00;231960214,40;2,17E+09;1,19E+09;231960214,4;671365152,1
25848677670,00;737430957,60;2,37E+09;1,29E+09;737430957,6;749224596,7
25873513670,00;116211656,90;2,02E+09;1,33E+09;116211656,9;756636852,1
25898344670,00;-244604233,50;1,87E+09;7,09E+08;244604233,5;733215764,8
25923180670,00;-718223438,90;1,89E+08;2,49E+08;718223438,9;706922785,1
25948011670,00;-702193297,10;-1,07E+09;2,14E+08;702193297,1;656722489,7
25972847670,00;-935207179,80;-1,84E+09;-6,62E+08;935207179,8;617796730,4
25997678670,00;-1094444988,00;-1,79E+09;-1,01E+09;1094444988;609961851,2
26022515040,00;-1277460499,00;-1,40E+09;-1,00E+09;1277460499;673081829,5
26047346040,00;-711916047,30;-1,22E+09;-1,10E+09;711916047,3;726410255,3
26072182040,00;30539422,63;-1,37E+09;-8,42E+08;30539422,63;647866751,5
26097013040,00;156393138,20;-1,39E+09;-5,57E+08;156393138,2;652331360,5
26121849040,00;173099218,00;-1,20E+09;-7,94E+07;173099218;644386358,8
26146679040,00;113378096,20;-1,44E+09;3,74E+07;113378096,2;577181320,7
26171516040,00;132844061,90;-2,15E+09;4,38E+07;132844061,9;513920294,6
26196346040,00;384506469,40;-2,04E+09;2,53E+08;384506469,4;452731326,7
26221183040,00;243459348,70;-1,26E+09;3,43E+08;243459348,7;358177366,8
26246013040,00;7425963,88;-6,96E+08;4,16E+08;7425963,879;217062418,5
26270850040,00;153810423,00;-2,42E+08;3,82E+08;153810423;155050682,4
26295680040,00;202316000,50;-1,62E+08;3,75E+08;202316000,5;174136968,9
26320517040,00;-341548145,40;4,97E+08;7,28E+08;341548145,4;194709747,4
26345347040,00;-914390507,30;1,74E+09;6,25E+08;914390507,3;277075446,3
26370184040,00;31145778,89;9,30E+08;-1,93E+08;31145778,89;267938522,1
26395014040,00;992635608,30;-2,20E+09;8,02E+08;992635608,3;363470916,2
26419851040,00;628685610,30;-3,99E+09;1,16E+09;628685610,3;390601931,8
26444681040,00;396941742,90;-3,61E+09;1,60E+09;396941742,9;407655531,2
26469518040,00;-250073719,00;-3,14E+09;-6,58E+08;250073719;434616392,8
26494348040,00;-1230896782,00;-1,73E+09;-8,69E+08;1230896782;554292655
26519185040,00;-1573283418,00;2,02E+09;-1,36E+09;1573283418;706622368
26544015040,00;-585704482,20;1,23E+09;-1,37E+09;585704482,2;733750849,9
26568852040,00;-39337728,02;-2,25E+09;8,80E+08;39337728,02;636522763,3
26593682040,00;-331416090,10;-2,76E+09;1,02E+09;331416090,1;669886131,2
26618519040,00;-535439477,60;-1,48E+09;4,72E+08;535439477,6;619086561,1
26643349040,00;-561952507,50;-4,60E+08;-2,81E+08;561952507,5;611671771,9
26668185040,00;-88335641,03;-2,87E+08;2,02E+08;88335641,03;577382205,1
26693016040,00;381408029,80;-1,38E+08;-3,41E+05;381408029,8;591974906,3
26717853040,00;231819881,20;7,89E+08;-7,37E+08;231819881,2;480966361,7
26742683040,00;78685396,31;1,47E+09;-9,02E+08;78685396,31;314899914,9
26767519040,00;224208560,60;8,24E+08;-6,36E+08;224208560,6;274733701,4
26792350040,00;-311973513,40;3,98E+08;-2,36E+08;311973513,4;305026566,4
26817186040,00;-142351634,50;1,69E+08;-1,83E+08;142351634,5;284019404,7
26842017040,00;120095962,30;3,70E+08;-4,51E+08;120095962,3;237870125,2
26866853040,00;234987902,60;8,34E+07;-3,60E+08;234987902,6;201540724,6
26891684040,00;450931423,90;-2,14E+08;-5,44E+08;450931423,9;241829145
26916520040,00;158599877,40;-2,53E+08;-8,31E+08;158599877,4;217072683,6
26941351040,00;139972402,50;-1,49E+08;-6,03E+08;139972402,5;206867408,2
26966187040,00;62885050,18;7,46E+07;-4,70E+08;62885050,18;205111814,2
26991018040,00;119888386,10;4,92E+08;-3,31E+08;119888386,1;193520683,7
27015854330,00;15754737,85;1,55E+08;1,96E+07;15754737,85;160607486,4
27040685330,00;-189684845,20;1,59E+08;-1,70E+08;189684845,2;165866732
27065521330,00;-9455532,43;1,84E+08;-1,76E+08;9455532,432;153573350,9
27090352330,00;243672772,00;7,17E+07;2,04E+08;243672772;154538336,4
27115188330,00;-95928835,27;5,60E+08;-1,88E+08;95928835,27;115093604,3
27140019330,00;-248592034,60;7,26E+08;-6,60E+08;248592034,6;125092732,9
27164855330,00;-163496335,70;4,71E+08;-5,83E+08;163496335,7;127706503,3
27189686330,00;-83334517,48;3,78E+08;-5,28E+07;83334517,48;129978666,3
27214522330,00;-159326101,50;4,12E+08;1,30E+08;159326101,5;134360634,7
27239353330,00;-380651984,80;5,37E+08;-1,55E+08;380651984,8;174904773,2
27264189330,00;-345799655,90;1,09E+09;-2,59E+06;345799655,9;192250863,3
27289020330,00;-456330158,10;1,74E+09;7,77E+07;456330158,1;241903599,5
27313856330,00;-672636206,70;1,74E+09;9,99E+07;672636206,7;289566203,3
27338687330,00;-1389374453,00;1,33E+09;-9,38E+07;1389374453;433282383,1
27363523330,00;-897843471,80;1,13E+09;-3,61E+07;897843471,8;505421431,7
27388354330,00;-615127086,60;1,21E+09;2,94E+08;615127086,6;555602626,2
27413190330,00;-403035126,30;1,79E+09;8,13E+08;403035126,3;591124916,1
27438021330,00;181374782,30;2,04E+09;9,66E+08;181374782,3;593574769,5
27462857330,00;989900280,80;2,59E+09;5,37E+08;989900280,8;661269024,6
27487688330,00;748129608,00;2,69E+09;3,06E+08;748129608;705972352,6
27512524330,00;-296295374,00;8,72E+08;1,29E+09;296295374;688190709,9
27537355330,00;-348380032,20;-4,86E+08;1,01E+09;348380032,2;652162246,1
27562191330,00;-352511090,00;-1,96E+09;1,38E+08;352511090;536955205,8
27587022330,00;-692969899,20;-2,41E+09;-3,54E+08;692969899,2;514191475,5
27611858330,00;-1567786451,00;-2,67E+09;-6,91E+08;1567786451;620042516
27636689330,00;-1374634207,00;-2,45E+09;-7,08E+08;1374634207;727997969,4
27661525330,00;-757748862,50;-1,56E+09;-1,21E+09;757748862,5;792039533,9
27686356330,00;-306088875,50;-1,12E+09;-1,32E+09;306088875,5;716060488,8
27711192330,00;364845206,70;-5,34E+08;-1,11E+09;364845206,7;673473333,1
27736023330,00;142149320,80;-7,64E+08;-6,53E+08;142149320,8;656345993,9
27760859330,00;213240938,20;-1,42E+09;-4,68E+08;213240938,2;641330539
27785690330,00;194478977,30;-1,89E+09;-1,55E+08;194478977,3;623771415,4
27810526330,00;35695497,39;-1,83E+09;2,50E+08;35695497,39;550740926,3
27835357330,00;-149340226,70;-1,70E+09;6,46E+08;149340226,7;393135790,2
27860193330,00;-212944484,40;-8,27E+08;8,35E+08;212944484,4;264059154,4
27885024330,00;-471660972,80;-3,78E+08;8,30E+08;471660972,8;232271611,1
27909860330,00;-363202723,90;-4,92E+07;1,14E+09;363202723,9;238617594,2
27934691330,00;-293811476,80;4,01E+08;1,31E+09;293811476,8;230724957,6
27959527330,00;-1302896472,00;3,08E+09;1,86E+09;1302896472;359696863,3
27984358330,00;-734931857,60;3,64E+09;-5,18E+08;734931857,6;417662521
28009194330,00;1109353049,00;-2,82E+09;3,16E+08;1109353049;519315195,6
28034024540,00;1714971979,00;-5,21E+09;2,04E+09;1714971979;705901471,4
28058860540,00;798998045,30;-3,64E+09;1,60E+09;798998045,3;778085673,4
28083691540,00;-127116714,10;-1,64E+09;5,79E+08;127116714,1;768549254,5
28108527540,00;228810319,30;-1,00E+08;-2,50E+09;228810319,3;741565848,6
28133358540,00;-797045660,00;-2,09E+09;-2,67E+09;797045660;789770619,2
28158194540,00;-2139464632,00;7,54E+08;-8,06E+08;2139464632;994843192
28183025540,00;-629190225,00;8,17E+08;-5,30E+08;629190225;919986942,4
28207861540,00;129213525,70;-2,60E+09;1,20E+09;129213525,7;852684905,5
28232692540,00;-176225139,50;-2,94E+09;1,13E+09;176225139,5;749004026,7
28257528540,00;-301279540,70;-7,71E+08;6,83E+07;301279540,7;591927089,1
28282359540,00;-84748374,22;-2,68E+08;2,96E+08;84748374,22;512566014,5
28307195540,00;118759288,80;3,43E+08;-2,55E+08;118759288,8;511637411,7
28332026540,00;117262401,60;8,69E+08;-8,87E+08;117262401,6;499243198,6
28356862540,00;157297117,70;1,02E+09;-4,94E+08;157297117,7;428160027,2
28381693540,00;197884980,40;3,98E+08;-4,05E+08;197884980,4;212428954,8
28406529540,00;-295218901,60;5,33E+08;-1,01E+09;295218901,6;175321030
28431360540,00;-240092521,90;4,27E+08;-5,47E+08;240092521,9;187640918,5
28456196540,00;94293369,05;3,61E+08;-3,70E+08;94293369,05;178537388,4
28481027540,00;166936252,70;2,08E+08;-5,18E+08;166936252,7;163610356,4
28505863540,00;117944186,90;-4,21E+08;-9,91E+07;117944186,9;167298780,1
28530694540,00;153054378,00;-6,96E+08;-6,40E+07;153054378;171109345,5
28555530540,00;88666593,43;-2,76E+08;-3,58E+08;88666593,43;167932033,5
28580361540,00;354978030,30;-9,28E+07;-3,98E+08;354978030,3;189896579,4
28605197540,00;111970671,40;1,83E+08;-5,44E+08;111970671,4;180350545
28630028540,00;-98617969,75;2,48E+08;-1,64E+08;98617969,75;158505997
28654864540,00;105996571,20;7,64E+07;1,02E+08;105996571,2;143606447
28679695540,00;-313927068,10;2,33E+08;-1,51E+08;313927068,1;168010191,3
28704531540,00;-176800505,50;2,19E+08;-9,99E+07;176800505,5;169106219,4
28729362540,00;52119741,44;2,92E+08;1,61E+08;52119741,44;161792392,1
28754198540,00;161188439,70;8,99E+08;-4,50E+07;161188439,7;162696176,8
28779029540,00;-121793993,70;8,10E+08;-6,99E+08;121793993,7;166376999
28803866540,00;1056007,15;1,52E+08;-1,38E+08;1056007,147;127052329,8
28828696540,00;-28592884,54;-3,52E+07;1,02E+08;28592884,54;117788131,2
28853533540,00;-97430400,25;1,87E+08;-2,90E+08;97430400,25;117656179,1
28878363540,00;-216246407,00;4,70E+08;-5,12E+08;216246407;129906160,8
28903200540,00;-398936812,90;7,18E+08;-2,34E+08;398936812,9;139351688
28928030540,00;-670855144,90;6,84E+08;-1,24E+08;670855144,9;194246648
28952867540,00;-480030677,30;5,88E+08;-5,72E+07;480030677,3;241792307,5
28977697540,00;-182871669,50;1,08E+09;-4,53E+08;182871669,5;244201555,2
29002534540,00;-158451358,10;1,73E+09;-4,37E+08;158451358,1;248274595,7
29027367460,00;-278368395,60;1,32E+09;-3,17E+07;278368395,6;279087083,3
29052204460,00;-610144089,50;2,85E+08;5,55E+08;610144089,5;343703883,9
29077034460,00;-479053607,60;2,20E+08;3,04E+08;479053607,6;386106462,5
29101871460,00;-454357307,60;8,06E+08;5,12E+08;454357307,6;412563229,2
29126701460,00;-337529938,80;1,24E+09;1,18E+09;337529938,8;405740243,2
29151538460,00;-785741822,70;1,43E+09;1,80E+09;785741822,7;418505429,6
29176368460,00;-808109761,50;1,26E+09;1,38E+09;808109761,5;454958661,2
29201205460,00;-359988509,40;-1,61E+08;9,30E+08;359988509,4;474638310,1
29226035460,00;-200303388,80;-8,13E+08;4,33E+08;200303388,8;479288535,7
29250872460,00;-674782719,60;-1,07E+09;-3,66E+08;674782719,6;523334571,7
29275702460,00;-993737808,50;-8,31E+08;-7,55E+08;993737808,5;565956096,1
29300539460,00;-729084057,20;-1,35E+09;-1,23E+09;729084057,2;593737257,1
29325370460,00;35572705,86;-1,47E+09;-1,28E+09;35572705,86;547205634,7
29350206460,00;189219991,60;-9,12E+08;-1,17E+09;189219991,6;530726751,7
29375037460,00;684030675,90;-1,15E+09;-1,22E+09;684030675,9;519425513,2
29399873460,00;683621955,50;-1,91E+09;-9,79E+08;683621955,5;505593534,7
29424704460,00;590502707,40;-1,96E+09;-6,14E+08;590502707,4;531206223,4
29449540460,00;233907921,90;-1,98E+09;-5,33E+07;233907921,9;534940060,4
29474371460,00;299050582,10;-1,61E+09;1,77E+08;299050582,1;493192045,1
29499207460,00;416186683,80;-1,39E+09;9,98E+07;416186683,8;429019697,9
29524038460,00;-92859047,06;-1,19E+09;-1,11E+07;92859047,06;358328030,1
29548874460,00;-217049814,50;1,23E+08;6,35E+08;217049814,5;378492153,3
29573705460,00;-124653866,90;7,50E+08;6,06E+08;124653866,9;371318139,5
29598541460,00;-578318279,40;7,90E+08;4,59E+08;578318279,4;359572317,6
29623372460,00;-753519571,40;8,05E+08;7,92E+08;753519571,4;367338719,4
29648208460,00;-319904092,00;6,40E+08;1,07E+09;319904092;337272206,6
29673039460,00;-558789163,80;4,64E+08;1,20E+09;558789163,8;373370122,3
29697875460,00;-83692951,80;2,81E+08;1,28E+09;83692951,8;349441496,7
29722706460,00;472026423,80;-1,32E+09;8,48E+08;472026423,8;355645912,3
29747542460,00;883463999,00;-3,15E+09;7,00E+08;883463999;443490907
29772373460,00;28534997,11;-2,77E+09;6,49E+08;28534997,11;422544816,1
29797209460,00;-492390521,80;-1,31E+09;-6,42E+07;492390521,8;463404444,5
29822040460,00;-140299261,80;-1,93E+09;-1,94E+09;140299261,8;414735664,7
29846876460,00;-1517324395,00;-5,38E+08;-2,28E+08;1517324395;499602867,3
29871707460,00;-949293122,30;2,72E+08;-3,22E+08;949293122,3;569534981,8
29896543460,00;-116505187,20;-1,93E+09;8,97E+08;116505187,2;520392317,8
29921374460,00;-545145270,80;-2,80E+09;1,29E+09;545145270,8;571664797,6
29946210460,00;-424704907,50;-1,46E+09;4,44E+08;424704907,5;566406851,4
29971041460,00;-221014811,40;-2,27E+08;-8,50E+08;221014811,4;492801386,1
29995877460,00;376199330,10;9,80E+08;-1,14E+09;376199330,1;531430756,4
30020706420,00;168663520,20;8,78E+08;-6,45E+08;168663520,2;495461089,6
30045542420,00;-76562857,03;3,24E+08;2,09E+08;76562857,03;488379266,8
30070373420,00;-223725580,60;3,38E+08;3,10E+08;223725580,6;344646065,2
30095209420,00;-58214294,31;3,06E+08;-4,16E+08;58214294,31;245637306,6
30120040420,00;143812853,70;3,63E+08;-7,80E+08;143812853,7;248671491,7
30144876420,00;903419961,30;-1,87E+08;-1,45E+09;903419961,3;288479790,7
